SUBDIVISION,YEAR,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
ANDAMAN AND NICOBAR ISLANDS,NOV,275.474101,283.6108431,391.5158365,27.15442794,113.8722857,650.2854727,127.9144785,391.1351744,118.0388601,123.3796364,104.3757432,216.5322536,175.2851676,360.9284345,81.36219219,383.6811472,227.4478415,377.8278075,119.5554312,418.1140963,212.1768677,307.0439321,292.380511,185.3785597,278.2902958,91.19570515,282.6926303,213.9938455,29.41210801,12.88849614,402.1339316,225.9864466,333.4662651,186.8363325,259.5434057,233.9261213,168.1393701,294.9203532,241.4983165,354.5340314,99.17312991,71.26285127,73.14039148,93.25835605,238.16163,282.6849106,129.9235653,173.1617319,278.6962169,221.8080829,97.48536176,195.0253236,268.7647879,169.381449,352.3055966,103.9742906,110.7172629,258.8568848,270.5772534,212.3859833,138.6794554,145.5963809,471.2467436,309.7546961,212.7276523,353.5011472,308.7399549,428.3670576,346.3219822,347.4903342,159.6683757,90.76257,113.7598608,158.6457524,361.6365854,220.6218114,295.6078528,201.7817077,187.2476913,164.3124053,235.6602875,691.5679838,305.7611241,323.17922,133.2309268,73.24889174,113.1281335,262.8067481,382.2146109,197.0697476,400.6357722,178.9239963,99.82997941,201.1630879,248.5639773,252.8976641,101.3853571,121.5877843,381.475,98.22627957,221.0477707,298.329421,66.35707365,202.5413901,183.6916061,329.3412983,401.3973598,100.2437236,299.1205223,153.1097753,404.7509245,240.2005675,235.7549954,328.2663659,167.0499822
ANDAMAN AND NICOBAR ISLANDS,DEC,123.1576413,224.375667,50.85774228,368.5091067,69.96652463,246.124383,121.0300856,224.6137271,308.6497601,2.421272727,52.97265161,340.1810947,215.7147187,250.5510472,177.9751,183.0040904,172.6572334,122.8766738,41.97589165,148.542568,75.88493849,121.6497354,211.07396,700.416162,66.50132935,12.37328663,15.1743559,172.9797885,235.6838655,103.2775546,85.12433299,43.37208654,115.5144578,199.0294667,636.7423641,79.50381929,133.0723285,425.4326181,253.75481,372.5272999,164.5909399,177.9987663,6.312980769,176.9089083,494.0490302,87.70606619,33.43155155,254.637594,33.9442623,95.2923208,79.11058138,43.93973989,142.4176299,81.99581882,181.4260824,393.5074183,182.2327136,75.31460336,720.5793379,198.4517322,134.9238433,114.1782145,90.2183175,172.2751381,185.8982118,153.7332846,255.1650113,86.08773753,106.6675985,406.762774,69.88746257,48.53729763,9.111508288,552.7761184,177.1853189,55.89455438,99.78180777,565.344344,76.15761334,47.23353546,251.2255969,82.91698468,4.796252927,111.35306,59.9078341,8.202053197,39.92405558,34.69107379,18.22882666,138.6155424,52.54239636,69.9044586,116.454988,146.3928473,102.5075162,107.1125092,65.67472527,0.286257291,360.8822143,96.032,84.50955414,66.89417102,48.11389026,185.8703856,290.5202126,205.2766229,104.5990297,50.02221598,164.434007,242.1530598,252.2790288,62.59320267,117.6431488,180.4562037,85.1506466
NAGA MANI MIZO TRIPURA,JAN,3.683219178,6.481963714,2.917027612,9.728554891,6.183910005,39.18348279,16.22749751,8.779689661,32.47630013,49.794,0.784780024,5.049287908,3.39174086,26.04831381,9.916721486,1.359458957,2.539076961,25.15019639,5.15848307,36.24685973,9.136288629,0,3.98455945,53.71481178,24.3668993,37.94474566,4.833313361,32.86272767,29.15410706,1.52626928,9.125807227,2.35206543,19.37349398,0.562760038,19.90142126,0.073957041,29.59415073,3.469651214,0.272366522,18.79296933,4.05063839,72.21302262,82.42949176,71.74523024,0,2.949755589,2.904795158,16.5402126,9.446027743,5.271490087,10.562748,4.599067542,14.18634757,5.47816893,22.97645195,60.42163788,6.280393689,29.5772901,0,6.044538172,15.57883551,0,5.484396201,1.406629834,17.88629363,43.98480088,15.26930023,23.1332022,49.00076239,32.12475746,4.686938623,18.28310763,5.962678218,1.324807953,3.425375235,13.11905243,0.792817996,1.650825802,5.808631526,26.73217113,0.075194731,22.77548077,20.86370023,7.10528,9.011776754,8.771640224,0.239424621,1.0203257,0.168785432,21.31950456,6.020482916,8.718421241,7.593152957,6.862164716,9.044780844,9.317716351,38.44707875,1.574415099,28.6010913,1.936129032,18.36305732,3.530525693,4.811389026,4.827802222,0.730868459,8.658223815,34.79079319,0,1.265850708,12.79299184,32.9996594,0.135629908,1.406093412,20.00438286,-19.73413789
NAGA MANI MIZO TRIPURA,FEB,0.383668664,40.38762006,59.48199783,37.7382404,63.16422362,30.46490734,9.220169038,6.877423567,13.61506429,12.52745455,28.80142687,74.44764032,63.28988445,66.52626908,13.14716864,85.54134052,4.075886701,26.01248884,57.45134086,18.62578507,4.836858686,52.63378551,48.67623976,45.47021277,71.17165171,94.86186415,32.03475135,6.606866921,69.14425391,29.96010069,104.2735678,18.53427559,163.5849398,45.30218303,75.37792196,44.37422472,29.59415073,79.13473731,67.72847523,84.10186986,10.59917045,30.40548321,18.21745879,63.59948357,21.70270579,4.227983012,34.38221178,25.7292196,45.84779319,0.270332825,7.151860626,10.25467763,58.07536035,5.036381113,1.632206969,61.95518199,88.33069833,57.59788072,8.78404069,23.8600191,36.99973434,4.406206263,50.86777476,45.53038674,3.219532854,28.6968798,18.44672686,2.762173397,327.705972,76.46597197,48.22339072,50.06088993,1.607913227,27.04816237,53.24901501,32.24330493,4.530388548,10.53988782,34.20638565,26.43068048,41.20671268,58.48079177,2.158313817,40.18924,7.475678443,14.92318012,20.11166818,39.50118066,27.42763271,32.4831724,91.81236446,109.4122594,24.05830569,46.3831504,33.49918831,19.54246704,43.23586081,0,33.17726591,60.53630108,3.850318471,10.68448565,2.706406327,11.31516146,15.10461483,59.94998009,15.63885817,1.594333577,10.00022059,3.655140525,13.73863371,3.865452386,24.6066347,19.7265442,0.703451049
NAGA MANI MIZO TRIPURA,MAR,27.85434503,139.4120811,60.24296156,327.6705576,64.04763934,92.99813818,2.643115124,4.536172991,38.34701593,107.5887273,100.294887,129.0504049,87.98175791,167.5337593,28.02225087,26.77088408,92.60949127,24.86276558,275.8271242,138.4954641,18.5950345,10.94847618,15.18440223,43.72135843,157.8772017,51.60118794,58.78657879,41.18566392,138.6755092,33.69098115,148.2569666,32.27033771,69.13915663,40.98768941,107.8595162,27.58597637,135.6060742,46.03960265,209.6314334,45.44966343,53.13087355,138.6194425,62.85925137,70.70090374,215.0954034,43.55805754,28.67825038,137.6309048,60.74640605,84.34384139,106.8377949,61.15516839,41.78322682,142.5207497,128.3165787,10.42809994,18.53729105,109.710249,35.8561661,122.9904451,7.511224264,48.56405598,93.09762551,26.57790055,47.45829911,110.6025575,71.40383747,143.4028355,110.8401525,14.02630255,34.16257485,31.88661032,66.12543148,19.32011598,118.0197467,25.59139102,58.44201227,92.57323154,81.96624487,106.0242126,55.49371161,290.5060021,6.115222482,96.69842,18.12596006,78.48909239,49.97988967,25.07086005,166.7600069,49.693827,31.88119362,72.88914335,175.2819414,66.08010467,171.850836,110.8231042,186.6256777,23.9740481,164.1067061,50.0812043,61.90127389,72.46868527,11.02609985,89.46520993,6.699627544,31.45455994,56.20922938,13.70130418,108.6099907,52.18728416,27.34257493,13.35954596,29.76231055,30.00657428,32.54826058
NAGA MANI MIZO TRIPURA,APR,228.5130565,45.373746,368.1796156,172.8689369,87.45815579,189.5037493,86.73105675,295.2902289,172.8738438,148.7503636,240.0642093,162.1643396,173.5892972,372.7345048,159.6441906,302.3227573,150.2064476,217.1539814,145.3478465,137.7226099,128.230498,175.3378186,184.0435703,244.3399345,179.8074111,330.320926,73.39892151,208.2450132,207.6907627,62.12481255,242.6567102,157.1179708,231.3921687,162.5438575,234.589292,63.15931318,155.6733408,271.8338278,32.23003848,342.0053852,169.0466421,151.7106923,115.9784753,177.9532348,269.8634882,173.0523279,109.0618546,755.9489759,67.42774275,486.7342514,229.0795973,55.93460524,183.2033791,188.7317554,145.0153115,107.1436151,94.91498203,54.85512449,49.24822813,48.92894583,194.4572504,171.7462572,384.7303935,43.97569061,101.7133898,167.2276507,125.5083521,218.4418795,171.2886912,353.5985627,151.0235778,147.2443132,107.6631898,181.2778882,194.9349906,354.5839665,167.0580777,70.3505765,117.544113,269.331649,168.8873662,360.3745343,145.2065574,180.74056,269.7388633,222.1389407,84.93588437,202.7532926,231.9955764,196.5270693,130.9455034,122.0578974,107.6629161,87.30198444,108.6490341,92.35258684,225.2095788,18.82141687,272.2823892,107.9069247,141.9681529,147.6317191,342.3102818,74.00115594,135.3324764,241.5534847,62.21545752,46.3851425,204.4348893,82.34219348,327.9762067,40.89241734,58.11852768,352.1604898,110.5479871
NAGA MANI MIZO TRIPURA,MAY,165.3611943,159.4563074,292.3368977,206.9723326,267.4099369,156.3330771,154.9603076,344.0175065,284.7921704,348.7685455,174.6135553,310.1202178,187.5632696,841.2293575,99.01696151,127.2662731,241.8136717,190.7103464,169.8253544,209.6753315,195.7315482,240.1365777,317.7955388,481.5595336,233.2115321,224.7355468,347.3241462,371.52901,287.8000568,203.8417416,484.1165932,280.7425298,379.2361446,160.5741974,504.7536635,249.3091859,434.7907762,366.1816512,295.6084656,750.5192221,206.1099834,222.0233722,290.2167445,369.9004447,400.4206031,368.1294976,247.3829186,856.8238527,159.2769231,315.883906,380.5890139,281.8482608,332.7141828,247.9313228,595.1277719,306.811058,405.7944696,192.7342212,279.0732928,134.952268,217.8255037,266.7670531,415.717232,125.4861878,226.9174452,211.6394885,224.0085779,84.59156027,337.9768742,280.526051,176.124738,358.044191,146.5880892,269.0464151,298.0076454,280.5814242,508.9891534,201.6547211,372.3171457,379.3757369,77.6761573,477.3361178,890.9039813,419.21152,156.6820276,165.0663206,281.4436422,301.5791247,265.4994846,480.1927682,342.3465513,392.2504115,104.4657991,323.4112815,317.3489773,210.2670504,481.8882967,284.4681827,513.04002,405.0381935,433.111465,246.7651642,211.5006426,178.779551,465.5632086,303.2570291,227.5567189,104.3790264,372.1601082,340.0296005,220.2222168,236.606375,225.5608181,275.4770222,207.9605601
NAGA MANI MIZO TRIPURA,JUN,368.3986515,457.3274707,577.44464,363.1637469,368.7377194,414.9841489,221.2840569,607.7008527,555.59455,468.3583636,270.5136742,656.5248534,232.4020837,871.7752219,273.3108543,372.9100493,383.4006212,515.0760221,367.4660587,342.9926727,611.7013951,410.527307,515.4081494,452.703437,366.6203057,333.4371611,520.6490114,737.1375808,653.5163998,219.7827763,898.6676068,435.9788482,686.7903614,513.143361,431.3349488,391.1587909,501.2762655,599.9827638,450.494228,918.8562453,356.9287528,523.7555632,604.6933723,621.6875628,588.0183374,711.7760237,216.6977188,1149.238475,312.8708701,669.0737418,486.9866943,354.8118459,686.9295485,407.6817974,952.832207,418.2485965,259.724668,280.5765489,585.2187109,211.558836,771.4305513,658.9194105,490.5792402,385.3425414,795.105373,266.2148045,349.6051919,698.139326,579.5570521,614.442544,245.3872754,399.6164953,293.5111604,385.0775117,893.8153377,417.5923732,562.560998,459.4375195,301.1614095,224.309045,279.6492052,451.8323242,617.0379391,563.4265,333.3333333,479.3644424,279.1691083,535.0879491,320.6923209,353.9813012,470.4186424,423.8252344,204.7753461,541.0943956,350.6248377,275.4086072,407.1832967,256.4865325,413.6353382,616.9797849,347.1210191,548.9967452,450.265823,160.1472518,542.7916424,489.1348467,371.0262439,135.4685311,521.0241514,379.9315512,533.6516349,140.1056952,314.379052,394.3919648,317.3335349
NAGA MANI MIZO TRIPURA,JUL,301.1031678,299.3670011,537.1135625,481.1892919,419.7991478,401.7559655,326.7013229,510.5389538,505.880829,496.3609091,308.1046373,597.9296286,296.7094904,895.7621583,369.1724953,405.0141954,426.6317473,579.8916711,448.6868804,299.7128402,515.5016502,334.0501734,498.2853128,576.3724223,484.9012961,456.8034115,447.0252846,330.3433461,565.2800758,293.9481577,734.8518869,448.1155058,749.0277108,474.9694718,546.2063648,362.4634589,419.1829021,852.4666137,415.9944685,652.4225879,272.2704104,446.0526616,476.0889354,599.3389758,735.9603423,629.7728183,264.1251016,1036.72419,345.125599,589.5958913,612.6393841,240.5188025,544.6227495,494.0954944,665.1871172,435.219818,312.297641,293.7714302,539.8585008,201.3785612,415.6210759,488.8015339,664.1603799,276.439779,476.1331366,331.3806357,469.4647856,999.3313168,1044.957306,705.8397413,273.6130614,282.9528561,346.5722969,581.36989,527.0925891,359.4805142,405.2432556,469.8504207,264.1313836,450.326537,280.9275157,391.0977088,306.1208431,305.8601,385.9703021,509.4386374,323.2232386,685.9503919,327.3593455,230.4832257,600.8168292,416.9918772,244.3396694,512.883274,441.1843101,493.5091359,657.5681868,302.502392,342.1961679,416.3968172,456.3121019,243.7920899,559.9253979,227.4347453,408.0682231,471.2704102,377.7124224,147.37621,465.2001352,318.0987573,377.2736571,173.5384676,346.4848515,574.5703298,307.5527743
NAGA MANI MIZO TRIPURA,AUG,240.0231164,469.2941729,537.2403898,459.5940382,387.996182,292.022171,228.5987243,790.1720694,549.3491077,418.8801818,309.8311534,501.0537559,340.1916083,956.6664892,315.0061605,392.9882123,380.3938195,535.9147563,454.755684,295.5394278,576.7685269,396.1726382,519.285018,550.014689,448.4524759,418.49205,526.3815458,318.6740746,497.4258266,169.8115895,602.0040702,567.7885949,445.9536145,519.1461347,523.4176907,454.6878893,498.0330709,445.5832848,313.8570226,496.6142109,311.7641347,512.2479324,397.4472321,532.2932147,452.1207661,482.87499,249.5483113,851.3104485,411.0941992,595.408047,465.2010266,263.7005889,618.7685817,454.7763787,589.6033791,438.6958513,258.1039213,264.861297,412.7059118,218.1123879,496.0189949,366.8645649,331.8059701,239.1270718,482.9299281,285.2606503,345.1038375,1550.5,895.1733164,625.640963,282.0495509,352.4939619,242.1919299,279.2032761,378.8672608,328.7154124,313.729407,393.2775008,251.7880416,331.3382264,350.6330315,465.9483774,464.2772834,335.16938,373.374296,481.5288731,243.8539767,573.7145649,290.9016921,252.7330359,543.4854123,336.876655,268.3180471,630.1754598,405.8984984,225.8515494,502.5484707,280.0311947,591.0892203,339.467957,353.8343949,261.7234441,284.9745625,252.5544038,294.2963663,409.6764636,406.3836624,189.7755186,497.7324984,373.2304602,461.5911541,197.5449614,436.240481,464.2683854,293.1015522
NAGA MANI MIZO TRIPURA,SEP,244.5504067,365.0841409,476.6169464,342.2099363,387.9078405,336.8176104,195.344648,359.6746198,419.9435425,302.9749091,206.2401902,260.8015917,177.7272211,581.6832091,291.8671437,388.7006879,243.150028,538.9327799,329.940623,332.8682833,355.670342,304.0432386,383.5946151,349.8957856,291.6920904,489.3405726,441.5175554,270.1093126,331.144216,205.8202389,562.8079801,244.2384743,407.3277108,318.0532146,319.0414371,215.2149899,447.6622047,508.1704547,338.9147427,384.1229619,284.0847724,374.6842358,442.6301374,395.5908765,346.6751589,408.6394743,224.0389284,872.955665,196.1394704,258.3030143,352.6417432,275.8197534,400.8751496,224.2514959,323.3025343,362.3253547,303.3835338,177.241355,368.065705,164.6659451,198.2128625,473.7629603,292.4554274,194.1149171,431.0596766,291.4953891,157.3708804,262.5215632,520.178399,476.4418254,134.9838323,253.2428062,183.1681152,307.9074484,181.7524859,178.3082479,310.2183558,346.5464319,293.9812956,214.2593566,213.9290102,284.3376427,300.0056206,310.18988,364.3625192,442.6830378,178.7304797,548.497944,286.4288782,300.2561497,442.7791526,237.9107922,129.1635282,397.1160137,381.109099,298.1669232,304.1560714,242.2452323,379.1869127,347.2124731,222.8248408,267.9483184,351.8328225,220.7210829,281.5061682,467.544086,253.5081575,135.1695936,392.1605493,262.2563326,334.980216,163.7052993,352.577923,355.4945537,223.0261645
NAGA MANI MIZO TRIPURA,OCT,78.57534247,165.9382711,163.4803736,263.4193324,126.1517641,114.8446836,118.3869704,245.392326,244.8213395,237.9163636,140.5541023,238.2559341,71.90490623,433.0766418,313.6538803,154.6645998,50.58108578,159.6678182,138.5710158,221.5772854,183.5856586,171.039528,192.9819063,213.235311,157.9787305,163.5106914,306.2971839,104.4228187,130.0324775,118.6533044,120.2811313,106.6896879,275.7090361,117.0540878,208.9133651,153.1650323,247.1922385,265.2948698,119.4781145,190.9952132,44.15195845,88.68265936,99.65491071,214.7135275,353.833643,300.8750701,73.94024039,362.0468758,182.3928121,419.8268772,356.0526305,84.64770259,326.0643323,162.1361288,234.9122492,151.6163942,241.5925637,261.5255124,238.8971066,61.14527561,181.3821563,357.669004,390.3518996,121.4883978,246.8308522,157.8328389,60.81241535,145.359375,455.3433291,193.7665828,46.86938623,173.7983505,112.4199331,226.4317593,67.2619137,138.211989,79.73483845,73.52524151,135.9381128,33.26446859,24.66387183,224.1961388,144.3672131,58.06346,319.2012289,196.1657723,178.7304797,514.3899135,141.9485484,225.9092229,332.7685103,129.9123309,81.52648438,164.8190303,200.660138,40.07442608,133.9490751,162.9519628,235.4187604,343.8565161,97.64012739,162.6829076,133.0148591,146.5690581,110.1175145,197.8239745,170.214239,78.81986621,278.7403259,94.01833683,216.7202121,85.17558239,81.55341788,164.8972392,111.3315599
NAGA MANI MIZO TRIPURA,NOV,6.829302226,76.48717183,114.1445587,8.552575728,39.6653656,3.908326928,65.46320017,104.478307,15.36378814,18.31745455,27.38882283,98.16755096,9.361204774,70.64902378,41.31967286,66.19519383,34.94571713,121.870666,7.181417607,3.632414515,41.05955596,75.9905347,230.1352309,46.21972177,36.95646394,44.54383186,20.68208508,9.695791716,297.6040928,39.11771637,218.2713565,9.031931253,238.8993976,31.04559541,23.30425494,13.23831037,113.2077615,40.03443709,28.50769601,58.91129394,96.67523624,2.322641078,3.968159341,13.88954239,8.749258354,1.671528167,37.7095226,8.576406534,63.66469105,74.20636046,83.84181226,15.53739034,2.659940169,194.5633546,126.9354805,0.817890191,2.329823465,0.074128547,73.8723422,15.52491909,0,6.226161024,63.48188602,16.73149171,48.76996064,9.309404457,25.33115124,26.7010095,124.8556544,107.0071146,13.01927395,176.9543631,54.8030425,161.2953683,35.49934334,35.2920988,24.46409816,59.81068869,0.080675438,11.55714165,28.64919258,7.354582332,10.91147541,9.65874,134.3573989,84.29888007,45.07168494,7.725323155,83.80196702,21.70713192,34.75460592,12.56709368,21.58053998,197.3507742,20.99282468,14.67746469,63.62239011,11.80811324,30.76206265,84.41522581,70.98407643,4.738337114,6.415185368,11.76776792,15.83548328,90.52775787,5.326277784,13.00378324,11.64582651,2.43676035,43.10159595,0.203444862,3.866756882,5.41785369,0.138770396
NAGA MANI MIZO TRIPURA,DEC,3.606485445,0.099722519,6.341364375,28.97185028,2.826930288,53.51401486,0,100.9664311,0,0.315818182,4.787158145,34.87531416,71.49789733,0.749591764,5.333994133,0.104573766,3.006801665,8.191778254,2.730961625,1.854849965,6.234173417,7.055684652,0.107690796,0,47.82003988,0.7332318,0.112402636,22.65211516,1.290004737,13.00155313,6.432946078,3.857387306,15.49879518,2.063453471,13.4051024,53.24906966,0,2.668962472,21.42616643,10.52939417,1.012659598,0.633447567,0.631298077,55.66260221,57.38149959,29.20258034,1.954134925,4.084003111,6.681336696,28.1146138,1.210314875,5.40701184,9.753113952,4.506235732,9.291024287,1.738016656,2.735010155,2.891013318,0.432002001,0.509013741,0,1.149445112,10.28324288,27.39226519,77.62651437,0.939481184,0,0,1.069885642,5.090190442,0,47.44901741,0.133992769,0.331201988,0.10379925,15.33635707,0,42.03256466,0.564728065,9.647700859,2.782205054,35.82393329,34.53302108,10.99098,26.93292371,6.948961736,2.573814678,3.352498728,36.20447518,45.6625025,11.63047836,0,0,0.254154249,9.71476461,34.0550164,0.410467033,13.09627105,1.398275575,0.258150538,5.923566879,37.99960548,0.501186357,7.920613021,4.507022166,11.06937475,1.359900711,0.099645849,42.40599872,0.203063363,0.538769949,0.81377945,0.117174451,13.89193254,-22.1509955
SUB HIMALAYAN WEST BENGAL AND SIKKIM,JAN,0.920804795,5.484738527,4.312127775,12.82886359,8.21576615,10.42220514,6.51558612,3.072891381,3.122721167,24.10745455,1.804994055,0.821977101,1.492365978,1.873979411,4.958360743,1.045737659,0.534542518,28.16821996,0.809173815,29.29117237,19.13246325,0,0.861526368,3.747545008,12.89415088,19.24733475,28.66267226,42.64432286,22.70408337,1.582797772,4.488101915,15.52363184,12.71385542,8.910367263,3.815298376,0,0.81079865,0,0.090788841,5.064771877,4.455702229,44.34132968,33.45879808,29.03227657,0,1.573202981,0.264072287,19.60321493,0.230390921,1.351664125,1.430372125,17.52617631,17.40044194,4.064447915,18.58204857,105.3033621,8.205030464,73.98028952,0.144000667,7.317072524,45.90192606,2.011528946,0,0.148066298,35.17637748,1.964369748,23.21286682,13.23541419,19.25794155,32.12475746,9.790494012,15.01826698,12.79630943,22.5217352,9.134333959,6.097587751,16.64917791,10.28591462,9.358350792,49.04247937,0.150389462,31.67215294,35.13255269,2.44244,1.331285202,3.189687354,4.07021856,30.60977099,3.206923209,32.17307052,13.68291572,29.53267015,39.64425123,22.74680526,34.50416396,15.58449903,18.60783883,6.226096074,13.60140786,5.163010753,29.71656051,15.79445705,19.947217,14.7097099,0.852679869,3.397530864,37.62391967,2.989375457,7.088763965,8.630192905,20.60795056,2.034448624,0.234348902,21.81033409,-19.30722889
SUB HIMALAYAN WEST BENGAL AND SIKKIM,FEB,0.53713613,8.675859125,37.03356795,33.35504534,43.46405318,20.84441028,20.22290409,12.58422185,21.73413932,7.053272727,9.417360285,41.21628037,47.48437204,99.13351083,13.22229532,22.37878591,1.002267222,7.185770398,24.4775079,4.637124913,2.687143714,32.60212908,3.769177858,7.620008183,2.944333666,31.07069753,13.26351108,1.71606933,25.67109427,5.48326371,10.4722378,8.843766018,72.89277108,26.63730845,9.177339336,50.73453026,8.310686164,26.42272848,49.20755171,8.396858639,13.16457477,40.96294265,14.15911401,22.24415435,13.1807009,0.786601491,8.186240901,52.07103967,15.05220681,0.675832062,24.42635475,6.650003067,11.30474572,2.474011775,1.757761352,9.099028378,17.72691767,4.225327157,9.360043359,24.75079315,30.1839938,0.670509649,1.64531886,16.28729282,9.062388775,0.08540738,4.148306998,3.22253563,14.3364676,24.09356809,43.32814371,39.06925975,1.674909612,33.00979816,52.93761726,14.78203091,20.27348875,34.03240885,36.14259616,23.11428331,7.444278386,67.49608624,13.54941452,33.8611,5.939580133,40.21284414,14.7246142,60.63649873,92.74759492,18.76116401,63.8992164,27.6476061,43.96035923,52.22869812,38.18907468,25.80924972,50.6242674,4.436988007,46.01597801,26.46043011,9.872611465,73.58358813,11.52728621,15.84122604,20.70793968,88.88379132,25.04483809,20.07863848,24.81067388,20.20480457,18.72225574,16.00432918,31.16840396,20.83789881,-12.07202566
SUB HIMALAYAN WEST BENGAL AND SIKKIM,MAR,66.83508134,19.54561366,1.141445587,55.48483504,26.85583774,71.2518063,6.023843771,0,91.43327576,42.95127273,64.19500595,54.60276459,6.172968365,94.4485623,6.53602098,15.79063865,11.49266414,7.904347438,81.42311512,42.42969295,6.01920192,3.081793296,4.415322634,16.36427987,67.51661682,51.69284191,6.069742361,32.51951381,66.69324491,15.9410347,12.86589216,0.470413086,0.484337349,15.56969438,48.15525247,1.627054906,7.702587177,7.73999117,110.036075,16.92700075,30.8523624,31.98910212,48.60995192,7.205852819,38.8603423,91.83572402,11.35510835,28.79222193,21.42635561,30.68277563,88.90312901,54.75376357,11.08308404,30.57171693,53.48616684,26.07024985,14.99190751,47.66465547,74.88034687,12.47083665,20.02993137,30.84344384,12.88833107,35.6839779,3.577258727,84.38249178,30.2738149,51.90584175,8.131130877,71.26266619,54.26433383,44.40183281,63.24458694,17.22250339,28.33719512,62.4540806,55.83703885,19.17497663,62.36211347,78.18657571,35.34152365,41.87367037,51.08009368,47.96064,8.090117768,90.90608959,42.61758257,66.75845293,67.59856554,35.50666578,35.57558087,46.18406928,91.19776341,64.30102493,66.44005682,62.99765745,171.1647527,12.81001376,70.0408947,64.79578495,94.38216561,83.71062235,40.59609491,99.64885525,48.48094113,51.07256073,90.43339727,27.40260835,98.23001494,72.29055704,61.28508174,21.76860028,44.17476802,90.01972285,7.740735841
SUB HIMALAYAN WEST BENGAL AND SIKKIM,APR,96.76123716,18.54838847,157.6463184,111.6111133,11.4844043,109.0322999,33.06967295,216.273022,59.20679332,123.4849091,105.7098692,61.2960067,94.42606554,136.2383032,124.1843986,24.47026123,94.81447916,134.230191,66.75683973,121.6472435,48.79852985,84.50601618,119.4290927,326.7859247,44.36806248,40.78601889,104.0848412,108.4555817,79.07729038,55.73709297,108.3128595,105.7488618,105.1012048,22.69798819,88.37055968,47.11063524,77.22857143,8.941024283,22.42484367,113.8240838,126.1773858,195.3129998,95.50638049,125.6324774,207.7096659,74.7271416,94.16817759,575.4360384,37.16973518,93.67032385,185.0681473,40.08646709,78.8007275,63.17565782,207.0391763,10.83704503,122.1637869,82.72745802,6.912032019,25.00530002,79.5633385,99.52278928,174.1295794,51.45303867,61.40960815,72.85249543,80.14176072,89.1951826,173.8564168,271.2505929,139.8790793,90.2184299,141.2283785,92.40535472,117.0855535,226.9041745,154.8260286,127.7485198,105.200771,186.5222166,94.44458236,104.0317533,152.6407494,77.1589,125.3456221,173.9518782,57.76118986,84.68703308,133.5936695,79.61865885,114.936492,107.5271953,101.1887541,106.9989387,94.91436688,98.53691185,210.8432326,111.6403434,235.2916445,173.9934624,234.0796178,159.2452905,163.8879387,117.3005071,145.321012,175.4660295,160.694934,57.39600877,223.549235,137.0677697,215.2385948,77.78375239,56.12656202,206.9897948,58.19367886
SUB HIMALAYAN WEST BENGAL AND SIKKIM,MAY,208.1786173,163.1460406,423.0958311,310.6723133,175.0046531,156.5335041,193.6235498,280.803741,212.8446747,331.8196364,217.6195006,353.9198548,168.0268422,686.6260561,229.4368744,236.4412847,204.6629666,255.5259954,150.6074763,388.8229239,233.3515602,272.9009064,285.0575368,355.5171031,239.7093719,275.328541,236.9447573,201.6381463,248.0679109,167.4939214,382.8350933,193.8101915,275.4668675,233.4516223,283.3632415,199.8319253,467.1213723,358.0413157,197.1025734,504.8777861,171.3420039,221.28435,224.3813736,318.9373117,282.5896822,168.2343938,188.8116853,718.5803474,161.5808323,324.1290571,463.0004541,157.3626894,342.3564659,194.8284272,528.4583949,171.4502313,272.8932354,162.1191314,422.2099558,177.6457955,443.3013283,309.9670319,253.2419946,172.0530387,276.2836157,182.5155718,209.4453725,314.5424955,174.0703939,276.567014,299.4433009,352.929274,227.1177434,277.2160642,315.0307223,284.6464827,354.842683,180.3209723,242.106989,275.0599714,131.2148059,397.7405574,431.7826698,398.11772,155.7603687,168.5977601,160.8933454,522.4067583,302.2947088,219.9397616,346.7250843,251.7345953,194.4646436,444.2616268,448.5541315,137.6218459,347.8023993,240.0267383,415.0336138,448.1493333,179.3853503,196.6874445,288.1821552,191.6034007,329.4998637,235.7448029,194.2391515,153.8033672,425.1992528,251.5955061,272.6175944,201.071339,361.6003557,423.1482651,185.2404728
